,train_loss,validate_loss,validate_accuracy
0,0.5030764217037421,2.5993732962627716,11.46
1,0.3017637387962255,0.2975326352161691,91.54
2,0.26055964953714966,0.2628427236100375,92.57
3,0.2293544036737021,0.23372697235873144,93.55
4,0.2065382897861238,0.20948772408609692,94.21
5,0.18940641172298206,0.1934939990323806,94.53
6,0.1754986812664977,0.17993510842944044,95.14
7,0.16484217724447245,0.17798088566969616,95.01
8,0.15547444651221803,0.16608723866586106,95.56
9,0.14845845770210586,0.15973670636474357,95.67
10,0.14164626626477766,0.15677737305131256,95.78
11,0.13647861481913515,0.15260896413773067,95.74
12,0.13098716384581963,0.15261301116748083,95.81
13,0.1264317882897778,0.14950057300816164,95.86
14,0.12339535740862215,0.1471546582990714,95.82
15,0.11866193585175211,0.14695604314487873,95.93
16,0.1151883308302284,0.14997588313532986,95.86
17,0.11249163558078823,0.14427914313354084,95.96
18,0.10981450968314059,0.14698593518841457,95.78
19,0.10704056906808625,0.13736178564326856,96.18
20,0.1047871684424163,0.14149244684315196,96.07
21,0.10141924189040762,0.14158810534871138,96.03
22,0.10012276451245777,0.13751281073154142,96.33
23,0.09784670866381003,0.14324886857547817,95.88
24,0.09586802648856382,0.14055772614990955,96.01
25,0.09456210695733386,0.1394547030840418,95.97
26,0.0922430961750363,0.13692911922367026,96.18
27,0.09087272496308461,0.15067176961198103,95.7
28,0.0894898888737159,0.13601605881053477,96.03
29,0.08777191389098842,0.13727182214606526,96.03
30,0.08607388581498532,0.14839335737441656,95.81
31,0.08471773568602024,0.1407664574676015,96.07
32,0.08418239576127905,0.13773092694992115,96.2
33,0.08229343384961624,0.1433987452715745,95.92
34,0.08097190507432919,0.14573271508515942,95.81
35,0.07996247740913888,0.1459090985904245,95.91
36,0.07889202123152324,0.14497393046784363,96.05
37,0.07731495632177751,0.13718237296652314,96.11
38,0.07614332209632345,0.1411714667326214,96.1
39,0.07552268510460237,0.14130314828606472,96.05
40,0.07496560685084176,0.141977399642745,96.05
41,0.07395673447169705,0.1520526542183243,95.81
42,0.07229012962342596,0.14503908013156522,96.1
43,0.07169383340886933,0.1417153959728681,96.25
44,0.0706181255181762,0.14275914421429725,96.19
45,0.06902541739253207,0.14585371054204754,95.98
46,0.06867934250955211,0.147771124932787,95.95
47,0.06822567609281846,0.14703021500656663,96.04
48,0.06699049976878332,0.148156683405242,96.18
49,0.06617653626057432,0.15386257389754127,95.89
50,0.06511930226343103,0.1455467044621546,96.13
51,0.06421895136865025,0.14765958732195653,96.06
52,0.06373088238191889,0.1481859217396455,96.2
53,0.06287975037939338,0.14707821233763083,96.19
54,0.06211346273893163,0.14883903409901833,96.07
55,0.06141339141380385,0.1490741520513978,96.1
56,0.06049824914566691,0.15221534146105417,96.0
57,0.05997953977051574,0.15329551924746487,96.06
58,0.05963373046388962,0.15064023304497426,96.22
59,0.05798228716968758,0.15933510053490785,96.01
60,0.05766038431631509,0.15134077404233118,96.26
61,0.056936987081518536,0.15245198064433185,96.32
62,0.05639834434667152,0.1518525990355721,96.1
63,0.05511135111472003,0.15890541725507834,96.0
64,0.05495411073181684,0.15356722253165497,96.18
65,0.054390993511261206,0.1597237903623424,96.16
66,0.05385201395064454,0.1591058930613782,96.17
67,0.05343444801958305,0.15525857067609694,96.26
68,0.052346894011955365,0.16199061408273754,96.06
69,0.052034173486602546,0.17216247774879084,95.7
70,0.05132249480523449,0.16041592406991928,96.21
71,0.05114122896266132,0.16491841721310171,96.0
72,0.05076565120588084,0.1646979116086789,95.99
73,0.04972126818564858,0.1661236523366135,96.13
74,0.04945753470150227,0.16170500774357252,96.19
75,0.048823677367733555,0.17030798944643472,95.91
76,0.047783837035735695,0.1647568437405421,96.11
77,0.04799153648675651,0.1738595103847791,95.91
78,0.047735013111750525,0.1697409747860921,95.86
79,0.04643055096270868,0.16640231815109782,96.02
