,train_loss,validate_loss,validate_accuracy
0,0.9290322306034318,3.0039668876841055,9.15
1,0.4401219374720135,0.4578686735590392,88.56
2,0.38771766656868734,0.37193407661272865,90.23
3,0.36671500322182154,0.34355271238489854,91.04
4,0.3550031719400733,0.3350490688388756,91.4
5,0.3475308456275213,0.32316900495604645,91.79
6,0.3421672273529408,0.3199482931104258,91.9
7,0.338196351043741,0.31434760346087726,92.07
8,0.3344524692366732,0.31011887662252174,92.17
9,0.3317146091185508,0.309039722486061,92.34
10,0.329280639973114,0.3058797662462569,92.41
11,0.32697452109291053,0.3033540155626198,92.42
12,0.32463185121969224,0.301113478826638,92.5
13,0.32328415240907704,0.30162442878677503,92.47
14,0.3211450605500128,0.2982940736361532,92.54
15,0.3193910386700509,0.2963403443524487,92.61
16,0.3176796852410383,0.2949568978241363,92.47
17,0.31597230694185463,0.2926362984741137,92.73
18,0.314494162525442,0.29259595872653893,92.59
19,0.31330206930955856,0.29202042356675756,92.63
20,0.3122751427188141,0.29053966436423107,92.73
21,0.31094780051663345,0.2885493823238495,92.76
22,0.3098253373484125,0.2874933291748526,92.85
23,0.3087938275137117,0.2866085709544104,92.95
24,0.3074892145945485,0.28661157916651786,92.79
25,0.30658942374395703,0.28543650994069997,92.9
26,0.3049187105636575,0.28513333492822374,92.91
27,0.304285025031555,0.28403269754261506,92.91
28,0.30351982464422667,0.2835596487514486,92.94
29,0.30258940297373293,0.28142199837245657,93.05
30,0.3015969110646173,0.2812531119642534,92.99
31,0.3005888420332954,0.2810235164697662,93.1
32,0.29980426727424625,0.27933806790867693,93.1
33,0.29896635065192895,0.27852099440334366,93.08
34,0.2980852175625934,0.280509942047651,93.17
35,0.29745755203825475,0.27756916936834075,93.11
36,0.2967913750237856,0.276853325028526,93.14
37,0.29594669681607966,0.27616014213135504,93.12
38,0.2953773432108543,0.27733023778259547,93.24
39,0.29479072454232313,0.27510318204036677,93.28
40,0.294298415574984,0.2746578127725596,93.31
41,0.29340909881358157,0.27532909398473776,93.22
42,0.2931852057161646,0.2731534171846793,93.21
43,0.292775656408493,0.27459025123469416,93.31
44,0.29203022909774934,0.2743231222866591,93.4
45,0.29178610334053895,0.27352455601755027,93.26
46,0.29157164929223955,0.27206466654100414,93.35
47,0.2912264200081827,0.2707317645890473,93.4
48,0.29095537575203706,0.2713590014151077,93.35
49,0.29018389418527624,0.27034184973591885,93.38
50,0.2898221339990722,0.27220514530449835,93.42
51,0.28952888160039747,0.27114296285246375,93.45
52,0.28929107573534546,0.27060235368333024,93.49
53,0.28879757479137125,0.2709274472993614,93.45
54,0.2891931571907321,0.27015285460330557,93.5
55,0.2887715617078602,0.2706131652465803,93.5
56,0.2883874463711653,0.2691410926750009,93.52
57,0.28766974875391943,0.268575305805836,93.5
58,0.28794317682445153,0.2701275363893064,93.49
59,0.2875734576972506,0.2676874303938366,93.58
60,0.2872016171194478,0.2687720628669263,93.55
61,0.28675595166098433,0.26792825143554166,93.57
62,0.2867646240075112,0.27012880052540306,93.43
63,0.28633258198566836,0.2672417678750591,93.58
64,0.28609378710742966,0.2664763924681905,93.56
65,0.28607641117989535,0.26726643959629826,93.55
66,0.28552140225650435,0.2663148308196927,93.6
67,0.2853840967247584,0.26683421301625176,93.7
68,0.28529076248392327,0.2665849799709752,93.62
69,0.2852953593847524,0.26614527822801937,93.6
70,0.28477977674223076,0.2681618353198732,93.55
71,0.2844357734613328,0.2653974490505865,93.62
72,0.28453497196411437,0.26580139050734053,93.68
73,0.2842732306269186,0.26527513250459756,93.75
74,0.2839998286744495,0.264933492073741,93.7
75,0.28374634408185,0.2647718244930855,93.74
76,0.28360388084094246,0.2646740007258484,93.63
77,0.2832063470244249,0.26500166580540213,93.79
78,0.2830554459713654,0.2647236703576791,93.68
79,0.2831722414040837,0.2643705923260187,93.71
