,train_loss,validate_loss,validate_accuracy
0,0.5832740853889764,2.652212072854468,11.69
1,0.4228516325362275,0.3949320664333239,90.53
2,0.4133802282106121,0.386736971614178,90.97
3,0.4077256368563466,0.37189854411419515,91.07
4,0.403194489438732,0.37259388621241435,91.58
5,0.4002657065749987,0.3733805022599609,91.34
6,0.3961457860851056,0.3674821587780372,91.7
7,0.3949637333573398,0.36419048687363015,91.68
8,0.3929601635070736,0.3611872844668309,91.72
9,0.3919182620084861,0.36196873455036555,91.79
10,0.3909330946681136,0.3587257841410897,91.95
11,0.390015881178667,0.36857726435890664,91.27
12,0.38934146570290107,0.3528147293929416,91.95
13,0.38833302827353966,0.3568122922118959,92.14
14,0.388288894957094,0.36137147706543454,91.85
15,0.38761078500943896,0.35752033431921704,91.9
16,0.38793523526365636,0.3594259772202139,92.09
17,0.386834819604027,0.3561577572411426,91.96
18,0.3873709619443371,0.356734203968426,92.11
19,0.3865863847993563,0.35873035370924705,92.14
20,0.3867045190647623,0.35589543538636087,92.01
21,0.3866409178337404,0.3602447074169138,91.56
22,0.38614351622092413,0.35516929967392313,91.86
23,0.38609997114144096,0.35377523689615803,92.19
24,0.3865888505374196,0.3578042247294132,91.93
25,0.38541440822931444,0.35654856029363985,91.87
26,0.3863522071427816,0.3548825475996938,91.89
27,0.38598118993540964,0.3549624818566231,92.13
28,0.3861276178118007,0.3595803776368996,91.82
29,0.3855882697457559,0.3543420859346609,92.15
30,0.3862851563979708,0.3599904159577342,91.75
31,0.38567050147571097,0.36047282820312176,91.66
32,0.3857821593473754,0.35621871922143844,91.96
33,0.38505480045231916,0.35359373308265424,91.85
34,0.38559233227232675,0.35490545058765166,91.85
35,0.38550516925846545,0.3549288063591434,91.71
36,0.38491918674758235,0.3539216002539026,92.15
37,0.3853432592424031,0.3557789000753849,92.17
38,0.38462627855884624,0.35081797238819257,92.16
39,0.3840194678332301,0.3589980650666397,91.96
40,0.3847259159852408,0.3530967045583159,91.9
41,0.3844400882020213,0.3518762339249657,91.99
42,0.3834433889620607,0.3523436126502129,91.73
43,0.38288689558946654,0.35199032813377656,92.06
44,0.383623328737467,0.353379502078314,91.95
45,0.38252774379763266,0.3518268463535252,92.01
46,0.3826959578024059,0.3520746058365667,92.02
47,0.3828751619484484,0.3559421164598159,91.7
48,0.38154486133763477,0.35319700645314117,92.09
49,0.38214006166532455,0.35581640539626225,91.89
50,0.3817524185294597,0.3526087030285765,92.02
51,0.3823371899742514,0.35038500742719486,92.23
52,0.3820741562096382,0.3570993033847727,91.89
53,0.3815503971131161,0.3505284865607444,92.03
54,0.38164300143641344,0.35314446072780153,92.17
55,0.38141396060556354,0.35857244106524605,91.7
56,0.3818393408895073,0.3490168877497502,92.25
57,0.3812373879559886,0.34869012381572667,92.16
58,0.3816115504559721,0.351889467433612,92.15
59,0.38160239693590053,0.35317565205637985,92.11
60,0.3819816085680138,0.3513262149538959,91.98
61,0.38195890012087075,0.3521922502588846,91.97
62,0.38148649829949355,0.3545594473737522,91.89
63,0.3820357026581781,0.35246949528361776,91.94
64,0.3814235001641645,0.34753257893819217,92.2
65,0.38079476948782925,0.3480372197956547,92.23
66,0.3813597210077148,0.35556436277825826,92.07
67,0.38116456222548906,0.3515888935129965,92.07
68,0.3814165979505399,0.35485904282411407,91.92
69,0.3814023068458841,0.34838321450636717,92.25
70,0.38164453448673846,0.3551720661254779,91.87
71,0.3810141998564702,0.3481993574301442,92.22
72,0.38137328758167,0.3543594369598713,92.1
73,0.3808634484569847,0.3491953268998849,92.02
74,0.38094684397066475,0.3500814553578192,91.97
75,0.38148628527019723,0.3513655377833426,92.21
76,0.3812743952180282,0.3525406681309059,92.17
77,0.38065624181484986,0.349081125249369,92.21
78,0.38100769889293434,0.3545360458294398,91.67
79,0.38039488123014376,0.34934480445533717,92.06
