,train_loss,validate_loss,validate_accuracy
0,0.6927697749331423,2.707315481069459,10.92
1,0.4427071808802032,0.4234155594928525,90.02
2,0.42733819641504095,0.39572208174896184,90.63
3,0.42175373621353196,0.39125866105085777,90.8
4,0.42015439850927155,0.39160637951342225,90.56
5,0.4172904386872157,0.38460704640226073,91.28
6,0.4152744728367306,0.38350765390212144,91.18
7,0.41285916988179416,0.38004139157011313,91.26
8,0.4103667580186909,0.38533154455751817,91.0
9,0.40817457106971916,0.3775832191578068,91.49
10,0.40692146112011246,0.37865480858827605,91.16
11,0.404928930439186,0.37316920827349526,91.42
12,0.40319479244768364,0.37253168270727854,91.41
13,0.40254219673322716,0.3720706652134389,91.54
14,0.40147827323484414,0.3708322204318598,91.92
15,0.39975204957801086,0.3674090702553232,91.58
16,0.3999830460679574,0.3687378668936348,91.77
17,0.39942073612609197,0.3691525500165652,91.63
18,0.39896450381995346,0.36776301141048984,91.61
19,0.39769387062112854,0.3670458294821721,91.56
20,0.39766614684243085,0.3695524595007059,91.58
21,0.3976501336028803,0.3665507632107046,91.78
22,0.3968513910378854,0.3693447468560974,91.73
23,0.39705688611085477,0.3666179221038258,91.6
24,0.3966329730725756,0.365440577180323,91.66
25,0.39624641018644907,0.36546026338520676,91.75
26,0.3958910231757037,0.3658743590438052,91.74
27,0.3950630888047097,0.36214983113235644,91.84
28,0.3933799870114681,0.36247971214121877,91.85
29,0.393005747995835,0.3630656488734254,91.92
30,0.3922383330993223,0.36270932057069044,91.83
31,0.39217612888647485,0.3609735772292956,91.74
32,0.3911545678922876,0.3629146269769415,91.75
33,0.3905582849725551,0.3605400835320856,91.77
34,0.39062671881922245,0.3626423620048577,91.98
35,0.39002052896571543,0.3620726253720851,91.7
36,0.3903039810464617,0.3630598681307038,91.79
37,0.3902292965885022,0.3663083676684282,91.72
38,0.38931541311875606,0.3589967374708617,91.78
39,0.38973345757180206,0.3597332757527138,92.08
40,0.3896250537025788,0.36240314754235176,92.07
41,0.389069482321524,0.35959568254427043,91.84
42,0.3895428175511736,0.3624360330583891,91.81
43,0.38981269975822463,0.3598661402373882,91.91
44,0.3887605260445307,0.3579082825950623,91.66
45,0.38886011269225457,0.3613534656813842,91.97
46,0.3885419132441797,0.36056926532026634,91.78
47,0.3891188332485393,0.359783820852427,91.77
48,0.3881062405210792,0.35793954187155896,91.8
49,0.38904218810202007,0.3619579566285822,91.91
50,0.3880497563329068,0.35702154634412975,91.8
51,0.3880455492922734,0.35986044554983093,91.96
52,0.38830033059902874,0.36349945721926374,91.63
53,0.3888477651256318,0.35901347688528457,91.65
54,0.388537935094377,0.360552995639328,91.75
55,0.3875709602021353,0.35884864604777833,91.87
56,0.3884976563247868,0.35992166905084866,91.78
57,0.387725840486288,0.3583042923319581,91.96
58,0.3878455175179888,0.35871238743877987,92.03
59,0.3881968982725508,0.36153635887855823,91.77
60,0.3878095275405632,0.35536112844007356,91.9
61,0.3875705706948905,0.35547723444717316,92.01
62,0.38806527075378466,0.36183157243380604,91.86
63,0.3873771075794248,0.3591297146420936,92.05
64,0.38824983334739677,0.36687516473835574,91.59
65,0.387695239436107,0.35754706168482364,91.89
66,0.3876182223767185,0.35826324272088056,92.01
67,0.3871144433066721,0.3565740250970821,91.98
68,0.3876197230771613,0.3582057675493668,91.92
69,0.38728541508865155,0.3568462925713677,92.11
70,0.3878536740109135,0.35917326195782623,92.07
71,0.38731690713621947,0.3584369287075788,91.99
72,0.3870862304441701,0.356999562074439,92.02
73,0.38705630009561537,0.3571618398248747,92.08
74,0.38701810663853886,0.3584448797020414,92.23
75,0.3868736796519941,0.3582619709591598,91.83
76,0.387567158606871,0.35770696259978535,91.88
77,0.3864263805900053,0.3576835164631426,92.08
78,0.3870650279867744,0.35621936441037394,91.97
79,0.3870427038643169,0.35811297637092027,92.0
