,train_loss,validate_loss,validate_accuracy
0,0.930446258122665,3.3923878329441797,10.07
1,0.4189934900920674,0.44048887207281295,88.25
2,0.35855779065479343,0.3470531068880405,90.26
3,0.3315136631500655,0.3155770798396176,90.81
4,0.3146569771888966,0.29948055553411856,91.55
5,0.30342710212886875,0.2854241696285663,91.93
6,0.29390440713979343,0.2770195427386873,92.02
7,0.2867000665191665,0.27012882042781006,92.34
8,0.279910184298087,0.26721618649654943,92.23
9,0.27410635830521946,0.2607755941516006,92.76
10,0.26852658583524347,0.25780407437768016,92.67
11,0.26323819455033337,0.2558806879427165,92.71
12,0.25848670972082993,0.2521438286103569,92.74
13,0.2540952414465305,0.2454234524505038,93.21
14,0.24963397466447096,0.2428658440044796,93.2
15,0.24552801779681963,0.2392936158262878,93.33
16,0.2412128303507323,0.23605342481199545,93.4
17,0.23781481337730023,0.23207436463425984,93.51
18,0.23413663817656946,0.230657258159884,93.49
19,0.23060549560615717,0.22658567457775425,93.59
20,0.22745847173518316,0.22624824708586858,93.54
21,0.22414811228193254,0.22144849148447274,93.87
22,0.22138814642971058,0.22008948155435168,94.0
23,0.21822364488921212,0.2184650640807002,93.92
24,0.21528305608371892,0.2143763918206616,94.11
25,0.21280896921871129,0.213412167972207,93.97
26,0.21024124914860587,0.2107206559753938,94.12
27,0.20772629033896478,0.20904262194477147,94.27
28,0.20516078996307283,0.20920498066103532,94.18
29,0.20321898410573566,0.20714776181454878,94.34
30,0.20128343671270327,0.20654778578091773,94.29
31,0.1988039163544029,0.20501770485542528,94.24
32,0.19687923347488198,0.20612662556723504,94.34
33,0.1950043829710531,0.20325783371174574,94.34
34,0.19323721664462312,0.20105528516144963,94.46
35,0.19178481778932382,0.20130679693478493,94.44
36,0.18954901859792642,0.20035590383403087,94.44
37,0.18846987611869953,0.19702352426082637,94.54
38,0.18649501708903007,0.19722415863502318,94.52
39,0.1852388250420892,0.19637543324128254,94.56
40,0.1837925810699144,0.19577867328302115,94.65
41,0.18210241136368369,0.19662276565549205,94.59
42,0.18092060343106706,0.19637117698572498,94.59
43,0.1791999445123907,0.1923295141062357,94.71
44,0.17814891224896764,0.1940984759761849,94.67
45,0.17679610634622728,0.19451368736485136,94.68
46,0.1756326593896709,0.19232509463688446,94.61
47,0.1746050341151111,0.1896789585980045,94.68
48,0.17322065620189486,0.19015418642203705,94.76
49,0.17237492733300971,0.19043202392090527,94.64
50,0.1711217096596855,0.18968730822863922,94.71
51,0.17007123965076582,0.18875994696467766,94.83
52,0.16915960920114878,0.18866457357251992,94.69
53,0.16812963706308082,0.18865496769911175,94.75
54,0.16712698157825331,0.18777050287855832,94.74
55,0.16598798879246926,0.18731917045552957,94.85
56,0.1654266340674278,0.18925648959331343,94.65
57,0.1640118885266412,0.18998639712598098,94.64
58,0.16332256587452962,0.18839180481780515,94.59
59,0.16234629375864132,0.18750132334896097,94.72
60,0.16143610288076782,0.186056568268253,94.72
61,0.1607432087248589,0.1873553510491863,94.79
62,0.15982826072421885,0.18687710128714805,94.84
63,0.15899374721525225,0.18740592959395727,94.79
64,0.15826217207594934,0.1853519012651995,94.82
65,0.15742035747044913,0.18325702126943544,94.78
66,0.1565971103111311,0.18638433515136038,94.84
67,0.15590852599523725,0.18289544901772312,95.01
68,0.1549005744204595,0.18270143031090863,94.84
69,0.1540905835427098,0.18760743399208651,94.79
70,0.15345542429299358,0.18167139927352918,94.89
71,0.15248093371287472,0.18069255454645192,94.86
72,0.1515730185589106,0.18246751120766966,94.97
73,0.1509133556322616,0.18118235223554124,94.9
74,0.15041096271723386,0.1810262053646494,94.92
75,0.14984701302870562,0.18019555639061371,94.98
76,0.14896297807733416,0.18034884651699346,94.9
77,0.14834628641567477,0.17984709673682533,94.94
78,0.1471960518718918,0.17813887719271573,95.08
79,0.14677094306449623,0.1805013943570052,94.89
