,train_loss,validate_loss,validate_accuracy
0,0.6591413923284126,3.0640627828547635,10.22
1,0.3289765110914617,0.33298221738653466,90.77
2,0.2875609237826889,0.2802135260331747,92.09
3,0.2629003540266734,0.25134202371644676,92.88
4,0.24224761419030355,0.2377318065581698,93.49
5,0.22586999291840354,0.2188367097086615,93.9
6,0.21188319593281335,0.21341146781737158,94.15
7,0.19964449458878092,0.20550195124296455,94.15
8,0.18873644540760917,0.188631654944808,94.65
9,0.1795132012174338,0.18163603269822035,94.9
10,0.17107391562942373,0.17483436221294849,95.06
11,0.16282530693906933,0.16934733114511485,95.28
12,0.15656138371585993,0.1658010786906325,95.47
13,0.15045750960726711,0.1600523203908932,95.5
14,0.1446541624188672,0.15247563196955788,95.76
15,0.1401363316942544,0.1518944981722441,95.66
16,0.13602736590902784,0.1463664782919643,95.64
17,0.1313638911706365,0.14477076487505244,95.92
18,0.12771344855549796,0.14522542033499541,95.97
19,0.12415935217147091,0.13931066980711596,96.02
20,0.12093531414865127,0.140201600650906,96.04
21,0.1174498579570737,0.13678450360795494,96.08
22,0.11508111834468558,0.1388731282886551,95.92
23,0.11198739378667742,0.13364710199150465,96.06
24,0.10985741535279082,0.13242971193496303,96.22
25,0.10746146285599566,0.13077357158015931,96.26
26,0.1052673200158333,0.13145476878388007,96.39
27,0.10297176962176292,0.13110715675032575,96.25
28,0.1013984476138049,0.13375953125707146,96.09
29,0.09925743326906956,0.1288714328743331,96.47
30,0.09733005452428804,0.12944729085472584,96.39
31,0.0955122264158093,0.12964914066423286,96.36
32,0.09387688448127414,0.1276051796613342,96.5
33,0.09267175700882888,0.1300681667424855,96.27
34,0.09089712664180465,0.12635644567876997,96.34
35,0.08906598246243937,0.12635091488691322,96.51
36,0.08808033921673966,0.13118288490398172,96.22
37,0.08643940851196015,0.12747113634406274,96.34
38,0.08529156715889688,0.1265392762610167,96.35
39,0.08384189704592551,0.12884959140194818,96.33
40,0.08249251545351027,0.12799309781789941,96.48
41,0.08138698086469685,0.1270320903786163,96.35
42,0.08050364111213298,0.12764050027924123,96.39
43,0.0790837041191014,0.12671906328234034,96.43
44,0.07827779140863439,0.12927988210350788,96.39
45,0.07737147966894915,0.12844975389372398,96.35
46,0.07609212192958265,0.12606211124492026,96.38
47,0.07488103116630532,0.13102618118260026,96.3
48,0.074163979910894,0.12535906019575166,96.41
49,0.07320556145617084,0.12779381605645232,96.42
50,0.07200854354124227,0.12752227933971141,96.29
51,0.07124103943521626,0.12826254501862444,96.39
52,0.07048422560402522,0.12812020053128492,96.45
53,0.069537773316972,0.12831299658900963,96.37
54,0.06896526943145288,0.12772891214933144,96.38
55,0.06800291019727729,0.1278676565662733,96.48
56,0.06692221968693433,0.12723228584406787,96.42
57,0.06637054378966221,0.12795566596835023,96.46
58,0.06570012743920821,0.12743203697210417,96.47
59,0.06503945704386266,0.13309626810040712,96.3
60,0.06419806586755124,0.13015838891606657,96.42
61,0.06355814388006482,0.13177376689186795,96.38
62,0.06301605335291957,0.12897572892048023,96.42
63,0.06190965971641095,0.12975862642213806,96.34
64,0.061712218390495885,0.12812081850028725,96.44
65,0.06084276261344212,0.13145847911713748,96.42
66,0.06036243201128519,0.13296997475516065,96.31
67,0.059436719759986344,0.12979696754051512,96.34
68,0.05884768929579092,0.12962399896174454,96.36
69,0.058405785093657986,0.13271936640762125,96.48
70,0.057633111470459436,0.13096099550602083,96.45
71,0.05711664726934787,0.13157755219765055,96.31
72,0.05663432588219663,0.132898037672128,96.37
73,0.05593418292687882,0.13078026216548838,96.5
74,0.055287673568631436,0.13292760098023526,96.41
75,0.054768196320938926,0.13163291867944354,96.34
76,0.05436561566949708,0.1333353470184437,96.4
77,0.053672685784619235,0.13448014209682474,96.27
78,0.05331315507501454,0.13667152512226166,96.24
79,0.052879021939377414,0.13423552154791035,96.34
