,train_loss,validate_loss,validate_accuracy
0,0.9179757524958848,2.5021288910414534,10.8
1,0.43997561539579555,0.4548539895530238,89.03
2,0.3891615501576345,0.3735792856871157,90.07
3,0.36925459757180795,0.34515291566155504,91.11
4,0.3583943714646576,0.3344356771843538,91.31
5,0.3500883698707578,0.32596395844008424,91.55
6,0.34464604225887474,0.32137102586824096,91.7
7,0.33997367184549004,0.3168540774494986,91.9
8,0.33578214934239475,0.31332044500633555,92.17
9,0.33200792973828713,0.3100059455613279,92.35
10,0.32912952661706957,0.3079535237950853,92.25
11,0.3257052680428468,0.3057455743591894,92.32
12,0.32297009429545476,0.3015901961329474,92.44
13,0.32063036747696594,0.2992508628710202,92.57
14,0.3186825898677213,0.2970685413007474,92.5
15,0.31691963780597343,0.2967697410590679,92.58
16,0.3147340790405332,0.29335779327512884,92.63
17,0.3132049739028394,0.29243343868281285,92.7
18,0.3117414413014336,0.29176232230275084,92.79
19,0.3099479898469463,0.29161965349627195,92.71
20,0.3090212833404463,0.2886829448719982,92.9
21,0.30792330488693526,0.28729897903662277,92.96
22,0.30659950240661527,0.2868479563134016,92.91
23,0.30574696261282625,0.28666177561633965,92.92
24,0.30462023017760165,0.285236842321195,92.91
25,0.3036617321992636,0.28414982576689873,92.91
26,0.30259920434705523,0.2826808920942434,93.09
27,0.30198761181147665,0.28433077357360875,92.9
28,0.3006775240625929,0.2807221990963458,93.07
29,0.29998928705333167,0.2815040319298953,93.15
30,0.2993696670678995,0.2805856447410656,93.05
31,0.298397047501625,0.27828283543697874,93.19
32,0.29704318356958215,0.2781315549540649,93.2
33,0.2966581492679855,0.27841004561256033,93.31
34,0.29560174066860756,0.2763465649269589,93.27
35,0.29519576576427825,0.27580323747110547,93.26
36,0.29433417039367543,0.2751816428754506,93.31
37,0.29329764512860557,0.2734629418037744,93.38
38,0.29278855199692355,0.2744443923091972,93.27
39,0.292408096221061,0.2722169802792086,93.5
40,0.292014439263402,0.2715417766054259,93.41
41,0.2913514662307457,0.27146971568336503,93.39
42,0.2907767358910966,0.27185354813148477,93.47
43,0.29005864737830384,0.27049815355672074,93.41
44,0.2896606152576365,0.2716451697135932,93.5
45,0.28951487442155616,0.2717461955169702,93.26
46,0.2890393887466486,0.26940194593999556,93.4
47,0.28827913956501244,0.2686457745898797,93.5
48,0.2881819615146872,0.26936544722488936,93.38
49,0.2876996776583845,0.269280233624108,93.43
50,0.2873211972353308,0.26830211805534243,93.49
51,0.28690125918691334,0.2684775226198365,93.45
52,0.2872873403162311,0.26890516226747974,93.39
53,0.28652747651358956,0.2680463004048107,93.47
54,0.28623696619793865,0.2665962449020116,93.56
55,0.2858720272240994,0.26588399220821063,93.49
56,0.2853872717068475,0.26582551802502175,93.47
57,0.2855075603857859,0.2670922280876753,93.51
58,0.2849590006547403,0.2659488991374282,93.51
59,0.2849214674472263,0.2654244707626178,93.56
60,0.28458850364817256,0.2649924252601846,93.6
61,0.28484888311530654,0.26551634427498955,93.63
62,0.28432786305070973,0.26451727827515953,93.54
63,0.2839836421617605,0.2637834470078675,93.63
64,0.283772685343974,0.263656582320179,93.61
65,0.28369703272464325,0.26473440185876906,93.62
66,0.2836793381226376,0.2655257084584167,93.61
67,0.2834620533284765,0.263630588517332,93.6
68,0.2832970124699259,0.2636570188944505,93.59
69,0.2830843751725651,0.2631447186760302,93.73
70,0.2825664048435392,0.2636538279319847,93.65
71,0.2827186933165849,0.2642288115080766,93.76
72,0.2824063629216498,0.26178781488897745,93.71
73,0.28240952286024973,0.26464070001057266,93.64
74,0.2823323666528175,0.26273694334246495,93.72
75,0.2822114846613355,0.26301811776717543,93.73
76,0.2820280860672404,0.2624631010619563,93.66
77,0.2821629939057966,0.26259809929637173,93.69
78,0.28191571994267,0.2617845272903598,93.65
79,0.2819017024137208,0.2614046963149812,93.74
